%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.z,field.dx,field.dy,field.dz,field.roll,field.pitch,field.yaw,field.dyaw,field.scale,field.ptamState,field.scaleAccuracy,field.droneState,field.batteryPercent
1618582125045470419,1040,1618582125044915139,,0.0,-0.0421894267201,0.706687986851,0.042961511761,0.0,0.0,-0.0844208300114,-0.214088022709,0.126320198178,-7.76020336151,1.0,0,0.512499988079,3,70.0
1618582125080869557,1041,1618582125079282664,,0.0,-0.0429686456919,0.704050540924,0.0410676114261,0.0,0.0,-0.0819599404931,-0.262066870928,0.0640491321683,-8.03433799744,1.0,0,0.512499988079,3,70.0
1618582125111587755,1042,1618582125111146006,,0.0,-0.0438219308853,0.701505422592,0.0416537337005,0.0,0.0,-0.0594233684242,-0.278719365597,0.0382052734494,-8.1051197052,1.0,0,0.512499988079,3,70.0
1618582125145138827,1043,1618582125144816440,,0.0,-0.0444769449532,0.700668990612,0.0432244166732,0.0,0.0,-0.0813056454062,-0.294935524464,-0.0586248040199,-8.29499340057,1.0,0,0.512499988079,3,70.0
1618582125178335332,1044,1618582125178020316,,0.0,-0.044568169862,0.695294559002,0.0443391166627,0.0,-0.0429006703198,-0.12073045969,-0.304936468601,0.0613106898963,-7.91482448578,1.0,0,0.512499988079,3,70.0
1618582125210503927,1045,1618582125210234211,,0.0,-0.0446490235627,0.694363951683,0.0424281395972,0.0,-0.0401182062924,-0.126191020012,-0.325077146292,0.11391799897,-7.78820848465,1.0,0,0.512499988079,3,70.0
1618582125245116649,1046,1618582125244817182,,0.0,-0.0448110289872,0.696506917477,0.0391445867717,0.0,0.0,-0.159587860107,-0.332159310579,-0.0498152598739,-8.11721420288,1.0,0,0.512499988079,3,70.0
1618582125278700367,1047,1618582125278271346,,0.0,-0.0453475899994,0.696677267551,0.0343198105693,0.0,0.0,-0.160718098283,-0.34811937809,-0.0418383814394,-8.06764125824,1.0,0,0.512499988079,3,70.0
1618582125312685931,1048,1618582125312410252,,0.0318093001842,-0.0458859875798,0.691044092178,0.0,0.0,-0.0365814827383,-0.10551905632,-0.365141183138,0.0474477559328,-7.98738765717,1.0,0,0.512499988079,3,70.0
1618582125344830561,1049,1618582125344561455,,0.0326819904149,-0.0461955890059,0.68836247921,0.0,0.0,-0.0418085902929,-0.0907311961055,-0.432525843382,-0.0444217398763,-8.06810092926,1.0,0,0.512499988079,3,70.0
1618582125377239891,1050,1618582125376938459,,0.0338417626917,-0.0457583591342,0.685473024845,0.0,0.0,-0.0460559874773,-0.153450518847,-0.444351166487,0.0909975245595,-7.72422266006,1.0,0,0.512499988079,3,70.0
