%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1618582122211061680,-0.00514694422104,0.00539651041803,0.130886152422,0.0,0.0,0.099127797238
1618582122245390916,-0.0113517790687,-0.00448607119484,0.149150254133,0.0,0.0,0.100703024509
1618582122279405487,-0.00891806460973,-0.00405820336699,0.155007138105,0.0,0.0,0.0995292874438
1618582122312031643,-0.00542362577659,-0.000598373341486,0.123426132489,0.0,0.0,0.0999970212966
1618582122344386477,-0.00753801356182,-0.0167950414895,0.126998963309,0.0,0.0,0.0995782730048
1618582122379159410,-0.0109576825789,-0.024636479112,0.050458652038,0.0,0.0,0.101321212413
1618582122411832561,-0.010964240255,-0.0155478761136,0.0471179604745,0.0,0.0,0.101006582342
1618582122445385115,-0.00696853184935,-0.00214931525816,0.0400610754478,0.0,0.0,0.0996755706578
1618582122479082833,-0.00666993698167,-0.0117189468923,0.0351447299308,0.0,0.0,0.0986978205386
1618582122512092920,-0.00515269953037,-0.026396631212,0.0274497893983,0.0,0.0,0.0997279346321
1618582122545391296,-0.00496260949398,-0.018056045882,0.0190435021269,0.0,0.0,0.0996289824892
1618582122578904286,-0.0101489773042,-0.00280096391606,-0.0614487199378,0.0,0.0,0.101369732961
1618582122614451797,-0.00833710162995,-0.0313023727716,-0.0819405076009,0.0,0.0,0.0967179804356
1618582122645570980,-0.00435629118112,-0.0469124583791,-0.0882756434375,0.0,0.0,0.10031378083
1618582122679737360,-0.000482657898336,-0.0292299717741,-0.089813635419,0.0,0.0,0.099964510916
1618582122712125346,-0.0112629926741,-0.0110255875391,-0.0268086711723,0.0,0.0,0.0972902473123
1618582122745790278,-0.00758455076539,-0.0259948517992,-0.0266882714301,0.0,0.0,0.0998434187372
1618582122778652779,-0.00392009894285,-0.043787591277,-0.0250320478117,0.0,0.0,0.0957122501144
1618582122811853894,-0.007104894044,-0.0355338778445,-0.0161684597009,0.0,0.0,0.097061043101
1618582122845143742,-0.00910837301565,-0.0239687238905,-0.00707812239408,0.0,0.0,0.0970436498718
1618582122878880677,-0.00658363920807,-0.012634441927,-0.0066293945837,0.0,0.0,0.0976191944362
1618582122912269490,-0.00857490465144,-0.0235529250595,-0.0163165824878,0.0,0.0,0.100315123618
1618582122945666014,-0.0117016156728,-0.0313577158877,-0.0256978905213,0.0,0.0,0.0964707667246
1618582122978494334,-0.00517164092205,-0.0245982546297,-0.0305985983068,0.0,0.0,0.0993406249996
1618582123011877131,-0.00467502958829,-0.0130574189863,-0.0245408481675,0.0,0.0,0.0960142862569
1618582123045402193,-0.00891404776275,-0.0247037621489,-0.0231197580516,0.0,0.0,0.0966981644967
1618582123078812425,-0.00783862856399,-0.0345891501221,-0.0209981794471,0.0,0.0,0.0966581391912
1618582123112391985,-0.00796594532014,-0.0208004483658,-0.0143137116939,0.0,0.0,0.0993019412906
1618582123145406306,-0.0100767598227,-0.0203328061986,-0.0129295645875,0.0,0.0,0.0966045036523
1618582123179345247,-0.0151072168852,-0.0323204000831,-0.00308086515486,0.0,0.0,0.0983945505084
1618582123211776088,-0.00782903423688,-0.0326818185598,0.0070478768009,0.0,0.0,0.0965677878816
1618582123247644038,-0.00511063265218,-0.027896994439,0.00722927388132,0.0,0.0,0.0975653417664
1618582123278645007,-0.00738194839742,-0.0255434852251,0.00506836860955,0.0,0.0,0.0967555701154
1618582123311913665,-0.0100031536962,-0.0279059961541,0.00719924292207,0.0,0.0,0.0967929788657
1618582123345268656,-0.00624819014329,-0.0266113597699,0.00698916935206,0.0,0.0,0.0968553916973
1618582123379169700,-0.00484274120423,-0.0299732552327,0.00268509349108,0.0,0.0,0.0966801720459
1618582123412593499,-0.0109624170412,-0.0157126092064,-0.0064256984961,0.0,0.0,0.0944261832986
1618582123445817716,-0.010109824556,-0.00901750327212,-0.00629546524167,0.0,0.0,0.0968774085829
1618582123478941018,-0.00972244398672,-0.0157515299217,-0.0052438596189,0.0,0.0,0.0949228419955
1618582123513137413,-0.0059107535814,-0.0222233870308,-0.00547465850114,0.0,0.0,0.0969293568897
1618582123545266562,-0.00785718147837,-0.0126500023302,-0.00390161692857,0.0,0.0,0.0947650177644
1618582123578685269,-0.00782480689758,-0.00786962367195,-0.00787696741223,0.0,0.0,0.0961154019001
1618582123610795537,0.00922426935224,-0.0102094423916,-0.0147680215228,0.0,0.0,0.096097779486
1618582123645909750,0.00834504904451,-0.0163717126524,-0.0121411435473,0.0,0.0,0.0938503078475
1618582123679138989,0.00225257631275,-0.0170014023777,-0.0044038683927,0.0,0.0,0.0943526899162
1618582123714084088,0.00156342053779,-0.00638339186468,-0.00366102857947,0.0,0.0,0.0955966250197
1618582123744142521,0.00153908163314,-0.00392125908712,-0.00996226597786,0.0,0.0,0.0948447040253
1618582123780121477,0.00609528487829,0.00944618257914,-0.00720392401456,0.0,0.0,0.0940052563559
1618582123810921075,0.0140653581902,0.00521533964748,-0.0107296966463,0.0,0.0,0.0952568202129
1618582123846662749,0.00886641622901,0.000386686893755,-0.0120658141309,0.0,0.0,0.0949435382075
1618582123878797252,-0.00157541577222,-0.00326695445965,-0.0172260749465,0.0,0.0,0.0953979871344
1618582123912406228,0.00525255503964,0.00750449608862,-0.0183352135652,0.0,0.0,0.094311480395
1618582123945151822,0.0121162332512,0.00576637994349,-0.0147996545833,0.0,0.0,0.0962701021035
1618582123977824675,0.00846158311273,0.00490869331956,-0.0118852707016,0.0,0.0,0.0940772572458
1618582124013512216,0.0011114082588,-0.00185308296939,-0.0153040605652,0.0,0.0,0.0938590150176
1618582124045354823,0.00234669428148,-0.00238353120636,-0.0272159131551,0.0,0.0,0.0946702534596
1618582124078657023,0.0083470404537,0.0017340618857,-0.0222598855925,0.0,0.0,0.096714684998
1618582124111850093,0.00346759374967,0.00487495857524,-0.0229891999441,0.0,0.0,0.0965219314305
1618582124147074450,-0.00232103466511,-8.2711498245e-05,-0.0183951717603,0.0,0.0,0.0964811594413
1618582124178517493,-0.00130486214373,-0.00222617188763,-0.00498557801604,0.0,0.0,0.0952268074671
1618582124212283397,-0.0111121135754,-0.00273456164191,0.0126828669798,0.0,0.0,0.0951011725371
1618582124245273086,-0.00775302584681,-0.0187346345391,0.0263449661344,0.0,0.0,0.0952737825524
1618582124278734966,-0.00506990155565,-0.0128291618369,0.0934439107853,0.0,0.0,0.0970436861861
1618582124310864954,-0.00543402243543,-0.00681402858347,0.106280331846,0.0,0.0,0.0953768073526
1618582124348426741,-0.0102423519059,-0.00634599109065,0.0547248092502,0.0,0.0,0.0963614579369
1618582124378752774,-0.0108898364287,-0.0163900864738,0.0495049599832,0.0,0.0,0.0957875430177
1618582124412006245,-0.00403691710547,-0.0166394360149,0.0330095403677,0.0,0.0,0.0947967442446
1618582124445684429,-0.00161085331249,-0.0084098350063,0.0214198676437,0.0,0.0,0.0971187893753
1618582124478718115,0.0127012895171,-0.00230944653283,0.0205164561021,0.0,0.0,0.0970625855187
1618582124514262054,0.00558289347809,-0.0102179506515,0.00903839821637,0.0,0.0,0.0962904142928
1618582124545379850,0.000612383225364,-0.0151280489566,0.000465178171401,0.0,0.0,0.0969788079896
1618582124578725380,0.00765622364112,0.00899962848547,-0.00246776068687,0.0,0.0,0.0970910367246
1618582124611978995,0.0193750143967,0.0113710498477,-0.0128405815202,0.0,0.0,0.0974286038124
1618582124645383082,0.0123204134656,-0.00113273444445,-0.0850517203015,0.0,0.0,0.0968070642324
1618582124678681770,0.00105667373857,-0.00715278612327,-0.103024114624,0.0,0.0,0.0979332940002
1618582124712872385,0.00719314026923,0.00148139967009,-0.0431592377418,0.0,0.0,0.0955861623186
1618582124745144795,0.021735358134,0.0137473873456,-0.0403293866539,0.0,0.0,0.0992761835545
1618582124778748285,0.0135364411353,0.00744692037399,-0.0401143355715,0.0,0.0,0.0945083914167
1618582124811150911,-0.000401995319855,-0.00632988805125,-0.040557915312,0.0,0.0,0.0976677519425
1618582124846620727,0.0102045372426,0.00320674198184,-0.0376623755634,0.0,0.0,0.0972335670428
1618582124878791637,0.0198653632798,0.0105975625103,-0.0390454193532,0.0,0.0,0.0968394704388
1618582124915724680,0.0150410021756,0.00711512874663,-0.0455154901922,0.0,0.0,0.0996756843209
1618582124946613881,0.0119200126838,0.00244032021628,-0.0492492380458,0.0,0.0,0.094658280608
1618582124977540146,0.0171740158538,0.00462677085796,-0.0605677238256,0.0,0.0,0.0987877811403
1618582125011893959,0.019008934728,0.00472692842672,-0.0652508418101,0.0,0.0,0.095516953166
1618582125045595622,0.0127022811245,0.00309159674009,-0.0512889793581,0.0,0.0,0.0979418945283
1618582125080927059,0.0123534208144,0.00321677213038,-0.0383217358571,0.0,0.0,0.0971086735741
1618582125111697471,0.0160592680556,0.00603399301712,-0.0254297138005,0.0,0.0,0.0967943836493
1618582125145529822,0.0167273404522,0.00193335799254,-0.0212237641078,0.0,0.0,0.0956384319059
1618582125178557271,0.0176158427426,-8.68127397089e-05,0.0757897290391,0.0,0.0,0.0971693354679
1618582125210908656,0.0165526661732,0.00224969038324,0.0769365929335,0.0,0.0,0.0978258108574
1618582125245428448,0.0184486746397,-0.00262578969439,0.00225767992437,0.0,0.0,0.095873295054
1618582125279090404,0.017912463847,-0.00200902441321,0.00187051154435,0.0,0.0,0.0959849309125
1618582125313089247,0.0182980739679,0.008389805645,0.0907728541559,0.0,0.0,0.0969835626695
1618582125345141234,0.0120481412205,0.00571130202648,0.1146111623,0.0,0.0,0.0959584606379
1618582125377688559,0.0180895077314,-0.00221685121441,0.13843056012,0.0,0.0,0.0976307907511
1618582125413030068,0.0261680869723,-0.000222231599935,0.15895417213,0.0,0.0,0.0964497743914
1618582125445240006,0.0199900832715,0.00914859751624,0.171671867557,0.0,0.0,0.0965265060385
1618582125478420330,0.0127687900917,0.00889100887299,0.176667678457,0.0,0.0,0.0980914121277
1618582125512290868,0.0115524678463,-0.00166581555647,0.172726893885,0.0,0.0,0.0964649486031
1618582125545238628,0.0236450093885,0.00388380494795,0.102155015779,0.0,0.0,0.0995819161732
1618582125579782645,0.0245919274718,0.0143523016358,0.0976042994022,0.0,0.0,0.0964132970261
1618582125612035340,0.0139015913283,0.0119256907857,0.0951768861246,0.0,0.0,0.0997084256376
1618582125645564631,0.0106349719312,0.00608356416584,0.0899236174643,0.0,0.0,0.0952186173866
1618582125678550238,0.0225041995187,0.0023000848363,0.0839642674816,0.0,0.0,0.0980738831655
1618582125712318397,0.0266736468651,0.00944664398577,0.0766890744031,0.0,0.0,0.0977585182242
1618582125745065491,0.0100892306566,0.0106306934213,0.0617242067272,0.0,0.0,0.0975307836515
1618582125777622427,-0.0111856774426,0.00950937561805,-0.0236009060752,0.0,0.0,0.0991794414789
1618582125813311516,-0.00245184709626,0.0117206228359,-0.093783247174,0.0,0.0,0.0964029438317
1618582125845248009,0.0153459823707,0.0132433890248,-0.163308943492,0.0,0.0,0.0998302631909
1618582125878673191,0.00783831970434,0.0109725244579,-0.236037449581,0.0,0.0,0.097157495553
1618582125911914277,-0.0268561351732,0.00944750683442,-0.243822931407,0.0,0.0,0.0998877590891
1618582125945095529,-0.0280139453744,0.0110150520663,-0.228614303938,0.0,0.0,0.0994445366762
1618582125978460918,-0.00924553841854,0.0136608371818,-0.207765496864,0.0,0.0,0.0985828728463
1618582126012259947,-0.00786692320316,0.00956890859358,-0.272742970571,0.0,0.0,0.0962465825759
1618582126045545088,-0.0370857552296,0.00565232109774,-0.360386317139,0.0,0.0,0.092439119429
1618582126080235043,-0.0441344008326,0.00907777186332,-0.357630244459,0.0,0.0,0.0927698504926
1618582126111879348,-0.0300187551856,0.00858069638367,-0.413251135245,0.0,0.0,0.0895879203692
1618582126145119222,-0.0253071674747,0.00242526676317,-0.400118416703,0.0,0.0,0.0903431644193
1618582126178470948,-0.0515000090909,-0.00371844735281,-0.383060111979,0.0,0.0,0.0854995750222
1618582126212135755,-0.0641321543474,0.00163813275878,-0.38937888336,0.0,0.0,0.0844313365414
1618582126245261788,-0.0517723763004,0.00464909731562,-0.407386739707,0.0,0.0,0.0811997626136
1618582126279183343,-0.0337382927878,0.0066971462266,-0.413817964342,0.0,0.0,0.0832916478314
1618582126312289555,-0.0535740977249,-0.00538956508264,-0.39472438455,0.0,0.0,0.0785345889085
1618582126345436903,-0.0740064233596,-0.00702881768892,-0.402128680535,0.0,0.0,0.0793014940993
1618582126379887119,-0.0693022943044,-0.00378820360154,-0.402724273891,0.0,0.0,0.073956073212
1618582126410839026,-0.0603164105047,0.00352334125086,-0.376518210734,0.0,0.0,0.0769618714329
1618582126446835508,-0.077185151668,-0.00656658788075,-0.363533247037,0.0,0.0,0.0724216650627
1618582126478542459,-0.0948551082574,-0.0130149801432,-0.325018114646,0.0,0.0,0.0735017901927
1618582126512838797,-0.0991758285679,-0.0110665829127,-0.321336069549,0.0,0.0,0.070914132214
1618582126544205122,-0.0733760418055,-0.00333027368094,-0.30954753455,0.0,0.0,0.0701573345794
1618582126579567098,-0.0713179340558,-0.00344679460876,-0.282580796049,0.0,0.0,0.0686742221675
1618582126611847522,-0.0984006088108,-0.00646936397719,-0.267727428702,0.0,0.0,0.0693383496817
1618582126645382552,-0.108273798144,-0.0132268190773,-0.280811638567,0.0,0.0,0.0647176299355
1618582126680155907,-0.0921548830891,-0.0110321314549,-0.3281381938,0.0,0.0,0.0678682574261
1618582126711895418,-0.0779764576646,-0.00703890624371,-0.307974063766,0.0,0.0,0.0611369951437
1618582126744205899,-0.103859168732,-0.00935825781897,-0.301409238155,0.0,0.0,0.0626940011871
1618582126780190078,-0.115908521616,-0.00863027753589,-0.288358267855,0.0,0.0,0.0624162575697
1618582126814119565,-0.112393846579,-0.0112675602101,-0.270967062792,0.0,0.0,0.0622919637308
1618582126845050390,-0.0735664364408,-0.00813536703541,-0.244115369265,0.0,0.0,0.0601321257833
1618582126880396997,-0.079687689148,-0.0110983037186,-0.253241836357,0.0,0.0,0.0583627924053
1618582126912157159,-0.0977310455847,-0.00943108967236,-0.246424925337,0.0,0.0,0.0602267912866
1618582126945413109,-0.0979914942708,-0.0109442821796,-0.249269542284,0.0,0.0,0.0549306535731
1618582126980358102,-0.0710023087479,-0.0063506292286,-0.247562417404,0.0,0.0,0.0586116001878
1618582127012742781,-0.0716736385212,-0.00381276722571,-0.248477278005,0.0,0.0,0.0549506963984
1618582127045329926,-0.0865460534116,-0.00578337357133,-0.27267289643,0.0,0.0,0.0544807715887
1618582127078696038,-0.0879407983196,-0.00917889918393,-0.292609390117,0.0,0.0,0.0548712010369
1618582127112384920,-0.0695310269991,-0.00867187484655,-0.255775791162,0.0,0.0,0.0544412897969
1618582127145592121,-0.0617790765987,-0.0193338204777,-0.21628217072,0.0,0.0,0.0543648373097
1618582127178967995,-0.0744010051836,-0.0139716264005,-0.192509358375,0.0,0.0,0.0542531127085
1618582127212249475,-0.0773947304322,-0.0134273959318,-0.182455419825,0.0,0.0,0.0513318522973
1618582127244198275,-0.0619948951968,-0.0144557443716,-0.176771828152,0.0,0.0,0.0516542793511
1618582127280051107,-0.0495236060562,-0.0131244611584,-0.210726038097,0.0,0.0,0.0509101644548
1618582127312073748,-0.0636273317463,-0.0105407586916,-0.230618177351,0.0,0.0,0.051508278798
1618582127346179059,-0.0720926291451,-0.00428059170879,-0.248038998892,0.0,0.0,0.0516999581816
1618582127378764351,-0.068057948591,-0.00384040010393,-0.239172131827,0.0,0.0,0.0497324320227
1618582127411866289,-0.0527445075212,-0.00525641161428,-0.230418549222,0.0,0.0,0.0523535531413
1618582127445236007,-0.0580293050988,-0.00321814481451,-0.219079582949,0.0,0.0,0.0501867670215
1618582127480378253,-0.075314132937,0.000339404472837,-0.207500944232,0.0,0.0,0.0542366228819
1618582127511619376,-0.0781355362139,0.00293697982077,-0.206106807484,0.0,0.0,0.0492269501369
1618582127545015115,-0.0627999483834,0.00173317400396,-0.196020594145,0.0,0.0,0.0496622249491
1618582127578774907,-0.0607741310808,0.000941041876855,-0.185570712182,0.0,0.0,0.0504181731463
1618582127611837582,-0.0708891108594,0.0111369541212,-0.175448744639,0.0,0.0,0.0513999113889
1618582127647767709,-0.0675674444787,0.0140663679528,-0.185339207659,0.0,0.0,0.050188200125
1618582127680369566,-0.0559645445151,0.00628405182603,-0.210853683638,0.0,0.0,0.0504426893718
1618582127712534829,-0.0385789805475,0.00290704047613,-0.238653304975,0.0,0.0,0.0510569475578
1618582127745910914,-0.0392956016143,0.0188613017924,-0.249294566466,0.0,0.0,0.0514564461239
1618582127779508411,-0.0436456231082,0.0333403299039,-0.264481954692,0.0,0.0,0.0524365203583
1618582127812281548,-0.0320926200154,0.0248410340698,-0.265463266038,0.0,0.0,0.0509985849051
1618582127846063401,-0.0215408661169,0.00535256487964,-0.250793560617,0.0,0.0,0.0514154078248
1618582127880316835,-0.0174032773044,0.0176847097298,-0.240889700847,0.0,0.0,0.0525119052905
1618582127913435120,-0.0226726234841,0.0383817054881,-0.227996479851,0.0,0.0,0.0520953018356
1618582127945678223,-0.0219803169759,0.038651532457,-0.221888471672,0.0,0.0,0.0529347857221
1618582127977659778,-0.0121459744597,0.0250456650192,-0.215431185173,0.0,0.0,0.0533925219273
1618582128012780942,-0.00794729745908,0.0314158042424,-0.212884933939,0.0,0.0,0.0531801714778
1618582128045566427,-0.0148385999363,0.0489728238606,-0.210634877307,0.0,0.0,0.0545761422235
1618582128079485849,-0.0169324012073,0.0505855636598,-0.20758572036,0.0,0.0,0.0554133724379
1618582128113155903,-0.00207811973218,0.0383398012038,-0.198722952371,0.0,0.0,0.0554133526762
1618582128145301652,-9.82720448021e-05,0.0244771008113,-0.190026298146,0.0,0.0,0.0534450481376
1618582128177699836,-0.00769725298328,0.0354326915265,-0.189552149257,0.0,0.0,0.0560690476947
1618582128212528439,-0.00330122152632,0.0476380230497,-0.171795570055,0.0,0.0,0.054467332872
1618582128246249386,0.0118623428517,0.0423243169679,-0.155977392806,0.0,0.0,0.0582116788365
1618582128278390792,0.0148527165015,0.0411061981794,-0.142644802907,0.0,0.0,0.0582901609895
1618582128311970358,0.00574024613122,0.0371037226018,-0.139019112406,0.0,0.0,0.0561648838942
1618582128344952157,0.00310159987347,0.0386750321041,-0.127802856107,0.0,0.0,0.0585502386466
1618582128377579875,0.0262214426785,0.0464183294845,-0.118392495299,0.0,0.0,0.0576217772465
1618582128413272172,0.0420473508084,0.0595757198828,-0.10522226525,0.0,0.0,0.0591903225158
1618582128445352954,0.0275497612904,0.0579517220841,-0.110122653058,0.0,0.0,0.0595969521097
1618582128478422605,0.0257780850457,0.0466412306171,-0.106553640382,0.0,0.0,0.0581708119403
1618582128511992735,0.0356464921199,0.0490037555377,-0.182865189572,0.0,0.0,0.0621629836286
1618582128545274990,0.0485893333457,0.0614109148198,-0.284670334138,0.0,0.0,0.0577991804683
1618582128581538895,0.0580824278314,0.0641368799193,-0.275525024591,0.0,0.0,0.0613958362774
1618582128611756744,0.0501406396625,0.0604146755817,-0.162466284426,0.0,0.0,0.0613518413104
1618582128645726382,0.0518774641533,0.0620739361096,-0.0920035581712,0.0,0.0,0.0623137311528
1618582128678884690,0.0591267054533,0.0762191504879,-0.0946383028071,0.0,0.0,0.0637757617263
1618582128710993209,0.0619440100135,0.0812363115927,-0.0798051645446,0.0,0.0,0.0605798720393
1618582128746989384,0.0548058704339,0.0731799690043,-0.0534550790476,0.0,0.0,0.0631457386711
1618582128778417078,0.0479088810384,0.0530547556858,-0.0202275230643,0.0,0.0,0.0622495472499
1618582128811748496,0.0545489946602,0.0675874532764,0.0127039796852,0.0,0.0,0.0655008907197
1618582128845776892,0.0562078189655,0.0629795084457,0.0355272610047,0.0,0.0,0.065253369939
1618582128878839187,0.0463346533813,0.0518286517353,0.0647178458873,0.0,0.0,0.0668735917406
1618582128912028894,0.0411750737598,0.0335227971151,0.0646074905275,0.0,0.0,0.0671125481269
1618582128945411139,0.0513419040106,0.0363266353948,0.0579955569562,0.0,0.0,0.0677522626716
1618582128979466567,0.0540410153906,0.0343493198111,0.0738449103453,0.0,0.0,0.0680977234246
1618582129012090859,0.0561076716465,0.021137149299,0.0970667173015,0.0,0.0,0.0705061229211
1618582129045354772,0.0563905549291,0.0187307708562,0.127567483555,0.0,0.0,0.068217524749
1618582129079391175,0.0669968849251,0.029847893804,0.16167575292,0.0,0.0,0.0716561776324
1618582129112530904,0.0702120001359,0.0274262785143,0.189402185537,0.0,0.0,0.0693442819894
1618582129146350638,0.0622927748627,0.0123062549726,0.169715748348,0.0,0.0,0.0737816887558
1618582129177673984,0.0644716065538,0.0063284832211,0.186095801342,0.0,0.0,0.0736569628787
1618582129212223072,0.076033985028,0.0143854240884,0.213475533793,0.0,0.0,0.0754506509325
1618582129245611031,0.0718257836206,0.0195863435999,0.235867835255,0.0,0.0,0.0734223594116
1618582129279919876,0.0573332236026,0.00552235077407,0.244587774877,0.0,0.0,0.0781298019224
1618582129310935035,0.0592653164962,-0.00280402983669,0.257934402643,0.0,0.0,0.0744986661659
1618582129347571575,0.0646849080234,0.00775925876824,0.200403904343,0.0,0.0,0.0790335927098
1618582129379408351,0.0651557165596,0.0231089874198,0.187974656844,0.0,0.0,0.0770641107925
1618582129412275733,0.0344966077969,0.00667267849907,0.167389329069,0.0,0.0,0.0795862649369
1618582129445619854,0.0362364055206,0.000181111497291,0.156222674079,0.0,0.0,0.080122528469
1618582129482793444,0.0517253523336,0.00891546073507,0.153383213779,0.0,0.0,0.0797818895246
1618582129512006761,0.047396082849,0.0209589947641,0.152241827858,0.0,0.0,0.0813179064365
1618582129544330490,0.043999405883,0.0127192120933,0.16117677839,0.0,0.0,0.0806398235687
1618582129581271975,0.0438860737594,-0.0122483852961,0.188573811082,0.0,0.0,0.0840234150402
1618582129613265717,0.0636160455748,-0.0144827643204,0.201590488518,0.0,0.0,0.082574820975
1618582129645625086,0.0678319545592,-0.0163484233093,0.218157265248,0.0,0.0,0.0860926108057
1618582129677642919,0.0567332436409,-0.0266485493127,0.238060314922,0.0,0.0,0.0846463578147
1618582129713245499,0.037046849307,-0.0311206985584,0.273827852132,0.0,0.0,0.0868685303416
1618582129744030151,0.046933790043,-0.0347944822511,0.300415119316,0.0,0.0,0.0876046007461
1618582129781521254,0.0525782075697,-0.03513776339,0.320879193779,0.0,0.0,0.0906214438433
1618582129811886033,0.0482187285335,-0.0336149313305,0.299928570041,0.0,0.0,0.0857218009317
1618582129845298994,0.043717932585,-0.0449200002607,0.277171382616,0.0,0.0,0.0892505521577
1618582129879273775,0.0606272793851,-0.0412101967157,0.230963242951,0.0,0.0,0.0933867023082
1618582129912245767,0.0602478701484,-0.031562323281,0.192549653548,0.0,0.0,0.0919432000128
1618582129945590253,0.0540926873579,-0.0250889693601,0.160194782961,0.0,0.0,0.0942989976985
1618582129978957283,0.054265752371,-0.0294005548773,0.136135596939,0.0,0.0,0.0909005738902
1618582130012592681,0.0606316479336,-0.0357201991095,0.137741893297,0.0,0.0,0.0973524173375
1618582130044399917,0.0611383107705,-0.0270857828543,0.135225189266,0.0,0.0,0.0944684244868
1618582130079750576,0.0569014454798,-0.0256650198436,0.13343990507,0.0,0.0,0.0976427814344
1618582130112126837,0.0524779151137,-0.0229911501634,0.135174567556,0.0,0.0,0.0965226467787
1618582130145556325,0.0647614331957,-0.0197279718161,0.143774343152,0.0,0.0,0.099311065548
1618582130177755032,0.072671057458,-0.0198116690201,0.151316580502,0.0,0.0,0.0985821919102
1618582130212567697,0.0674099849317,-0.0152888388043,0.163867394383,0.0,0.0,0.102137479468
1618582130245227707,0.057489119667,-0.0185902380039,0.169310050561,0.0,0.0,0.101688890736
1618582130278555129,0.065228206883,-0.0170956995599,0.160082038922,0.0,0.0,0.101702937119
1618582130312102962,0.073389703088,-0.0142710400506,0.164396636733,0.0,0.0,0.102741477392
1618582130344316604,0.0735484381972,-0.0171692621067,0.174377903406,0.0,0.0,0.103112825286
1618582130379409896,0.0649649284372,-0.0208402774169,0.172707380135,0.0,0.0,0.104887758592
1618582130411886411,0.0629974226054,-0.0247335559778,0.169965071565,0.0,0.0,0.104669927583
1618582130445745680,0.0725545102334,-0.0273970201933,0.180013071974,0.0,0.0,0.107275637055
1618582130480453480,0.0782144640408,-0.0254534061766,0.1881645849,0.0,0.0,0.106665180414
1618582130512168277,0.0649730814733,-0.0267023224822,0.199390068366,0.0,0.0,0.10813324908
1618582130545450113,0.060709144053,-0.0306666340274,0.217778941556,0.0,0.0,0.108555296224
1618582130582003712,0.0662957373869,-0.0362206016256,0.228151199746,0.0,0.0,0.109480437422
1618582130611934746,0.0737304656325,-0.0404980013957,0.247224956035,0.0,0.0,0.109801847083
1618582130645190792,0.0665365694976,-0.0392126269523,0.261143570101,0.0,0.0,0.112562953793
1618582130679020293,0.0557958062016,-0.0377645467742,0.282161901529,0.0,0.0,0.112227675316
1618582130712567268,0.0540027317887,-0.0299637937803,0.301651856547,0.0,0.0,0.113443581656
1618582130745525874,0.0690321009758,-0.0383806497427,0.318542448944,0.0,0.0,0.11285939628
1618582130778813810,0.0654436362743,-0.0455721440612,0.329989555093,0.0,0.0,0.114647366917
1618582130812208174,0.0568326626741,-0.048467944703,0.340887994105,0.0,0.0,0.115016058988
1618582130845417486,0.0559539217721,-0.0444872112061,0.355206391514,0.0,0.0,0.116146698085
